Site.ID;Site;Location;Region;Period;Start.BP.site;End.BP.site;Start.BP;End.BP;C14.Date;C14...;Start.BP.14c;End.BP.14c;Latitude;Longitude;Study.ID;Individual.ID;Sample.ID;Averaged;Sex;Age;Age_Cat;C.b.coll.;N.b.coll.;C.N..bone.;CN.accept;X..collagen.yield..bone.;elevation;dist2coast;d2coast_km;elev.factor;Temp_Mean;Precip_Mean;Temp_Mean_Seasonality;Precip_Mean_Seasonality;Temp_Mean.sd;Precip_Mean.sd;Temp_Mean_Seasonality.sd;Precip_Mean_Seasonality.sd;Demography.kde.14c;Demography.kde.corr.14c;Demography.kde.14c.sd;Demography.kde.corr.14c.sd;Citations;median.year;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;93;ARMA-D04.II-CF125;RIMAC-ARMA.M168;#N/A;M;YA;#N/A;-10.7;15.9;2.9;y;12.9;42;1.246.447.881;1.246.447.881;Coastal;14.72;2.6;90.22;0.66;0.04;0.03;2.16;0.01;0.00016194;2.26e-06;6.51e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;94;ARMA-D04.II-CF127;RIMAC-ARMA.M172;#N/A;F;MA;#N/A;-10.2;16.3;2.9;y;13.1;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.15;0.01;0.000162542;2.29e-06;6.53e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;95;ARMA-D04.II-CF129;RIMAC-ARMA.M176;#N/A;F;MA;#N/A;-12.1;12.9;2.9;y;14.3;42;1.246.447.881;1.246.447.881;Coastal;14.72;2.61;90.22;0.66;0.04;0.03;2.18;0.01;0.000161725;2.28e-06;6.51e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;96;ARMA-D04.II-CF134;RIMAC-ARMA.M180;#N/A;F;OA;#N/A;-11.1;15.3;2.9;y;11.5;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.17;0.01;0.000162308;2.27e-06;6.52e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;97;ARMA-D04.II-CF135;RIMAC-ARMA.M184;#N/A;F;MA;#N/A;-11.2;16.7;2.9;y;11.3;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.17;0.01;0.000162832;2.28e-06;6.57e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;98;ARMA-D04.II-CF139;RIMAC-ARMA.M192;#N/A;UD;C;#N/A;-11.2;15.5;2.9;y;14.1;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.15;0.01;0.000162415;2.29e-06;6.53e-05;1.02e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;99;ARMA-D04.II-CF141;RIMAC-ARMA.M196;#N/A;M;MA;#N/A;-12;13.1;2.9;y;10.1;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.13;0.01;0.000161623;2.28e-06;6.56e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;100;ARMA-D04.II-CF142;RIMAC-ARMA.M200;#N/A;F;Adol;#N/A;-11.2;15.7;2.9;y;12.4;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.19;0.01;0.000161694;2.28e-06;6.48e-05;1,00E-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;101;ARMA-D04.II-CF144A;RIMAC-ARMA.M204;#N/A;F;MA;#N/A;-12.1;16;2.9;y;9.5;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.2;0.01;0.00016322;2.28e-06;6.47e-05;1.02e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;102;ARMA-D04.II-CF144B;RIMAC-ARMA.M207;#N/A;UD;C;#N/A;-10.3;16.2;2.9;y;15.9;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.17;0.01;0.00016144;2.29e-06;6.48e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;103;ARMA-D04.II-CF146;RIMAC-ARMA.M210;#N/A;F;YA;#N/A;-10.5;12.6;2.9;y;17.6;42;1.246.447.881;1.246.447.881;Coastal;14.72;2.6;90.22;0.66;0.04;0.03;2.12;0.01;0.00016231;2.29e-06;6.49e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;104;ARMA-D04.II-CF150;RIMAC-ARMA.M214;#N/A;PM;Adol;#N/A;-10.8;12.9;3;y;19.1;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.17;0.01;0.000161894;2.26e-06;6.57e-05;1.02e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;105;ARMA-D04.II-CF151;RIMAC-ARMA.M218;#N/A;F;MA;#N/A;-11.5;14.3;2.9;y;15.3;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.16;0.01;0.000162313;2.28e-06;6.46e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armatambo;Armatambo;Rimac Valley;Central Coast;Late Intermediate Period;1050;480;1050;480;NA;NA;#N/A;#N/A;-12.171;-770.263;106;ARMA-D04.II-CF154;RIMAC-ARMA.M222;#N/A;M;MA;#N/A;-10;17.8;3;y;9.9;42;1.246.447.881;1.246.447.881;Coastal;14.73;2.6;90.22;0.66;0.04;0.03;2.18;0.01;0.000161654;2.27e-06;6.58e-05;1.01e-06;Marsteller, S. J., Zolotova, N., & Knudson, K. J. (2017). Investigating economic specialization on the central Peruvian coast: A reconstruction of Late Intermediate Period Ychsma diet using stable isotopes. American Journal of Physical Anthropology, 162(2), 300-317.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
